path,filename,extension,size_bytes,size_mb,modified_utc,sha256,status,source_scope
Forli_1488_GIS_v15_QGISProject(1).zip,Forli_1488_GIS_v15_QGISProject(1).zip,.zip,8815,0.008,2026-07-03T22:20:23.726764Z,0079c2d06f019999478bb85a54bdb7f840d60abd2d4a516154b32df05247842a,REVIEW_REQUIRED,CURRENT_RUNTIME
240093.tif,240093.tif,.tif,2550834,2.433,2026-07-03T22:20:24.348089Z,696f57826ac42eb9725664303cb5ab25118d4246fb3d0ebb9b5de57d1afbb846,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v16_3DExport(1).zip,Forli_1488_GIS_v16_3DExport(1).zip,.zip,5002,0.005,2026-07-03T22:20:24.138855Z,5632f351e373e97010c108c21adc0d0a24bae3b0b48367b3b3d2e75fa03b90d4,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_GCP_Workbench_v2_4_REGEN(1).zip,Forli_DigitalTwin_GCP_Workbench_v2_4_REGEN(1).zip,.zip,21884,0.021,2026-07-03T22:20:24.243347Z,7d53ca77c571aee53f14d541cbff9c8dc291401e9fec3e581507a4c655915229,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1873_Fase6_Pipeline(1).zip,Forli_1873_Fase6_Pipeline(1).zip,.zip,3663,0.003,2026-07-03T22:20:24.210494Z,ec4aa71430db9185d662139b9e150e7a8798519b1d551bd7b5d78555638322d0,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_MultiRaster_v2_2(1).zip,Forli_DigitalTwin_MultiRaster_v2_2(1).zip,.zip,15731610,15.003,2026-07-03T22:20:29.001019Z,2d414c6c55675af35d066bac070ddcccfa0c58d88e9845d40b9e08917caed497,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo_v2(1).zip,Forli_HistoricalAtlas_HTML_Demo_v2(1).zip,.zip,9031,0.009,2026-07-03T22:20:24.375405Z,0aa64c07bd66491eca0230ea3c3fa7d970b206fa1e6daaef14468846150d058b,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo(1).zip,Forli_HistoricalAtlas_HTML_Demo(1).zip,.zip,5633,0.005,2026-07-03T22:20:24.274701Z,3845252a134801994ff9679ed8446a3bd545c74d5e5227f92337f8a12218d6d1,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_Project_v1_1(1).zip,Forli_HistoricalAtlas_Project_v1_1(1).zip,.zip,31096,0.03,2026-07-03T22:20:24.354765Z,55afe12ebea1b30fd520d7711434782ffadf222ef80e86998c1b1ff720bb1d9c,REVIEW_REQUIRED,CURRENT_RUNTIME
IIP_Forli_038_Downloader(1).zip,IIP_Forli_038_Downloader(1).zip,.zip,2974,0.003,2026-07-03T22:20:24.396273Z,44b8831a4b7f0e14973596b4ce30518676528f2c26da371037840aa6c5fa8884,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_v1_Churches(1).zip,Forli_HistoricalAtlas_v1_Churches(1).zip,.zip,14958,0.014,2026-07-03T22:20:24.360854Z,10375285b04a6b41634bee35f8a4a655bf7a306952642c09332e4d959e8c3c99,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v03(1).zip,Forli_1488_GIS_v03(1).zip,.zip,15369,0.015,2026-07-03T22:20:24.624190Z,a363df24da89a472862fca3c32e7ee9ad4b071321bdd0bb9766a205b458a97b5,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v04(1).zip,Forli_1488_GIS_v04(1).zip,.zip,9540,0.009,2026-07-03T22:20:24.622454Z,8c24f6926002cd657552a852a55fee09aea7402007ff594c2f5b3a8e8f31d9af,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v05(1).zip,Forli_1488_GIS_v05(1).zip,.zip,2004,0.002,2026-07-03T22:20:24.669794Z,f23e2af3d3e4b730ef0ec6840d02118a866841fb57bcb4713e1beb04b3175c99,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v09_ChronologySources(1).zip,Forli_1488_GIS_v09_ChronologySources(1).zip,.zip,9722,0.009,2026-07-03T22:20:24.816721Z,fd3071c0e601204ce47ab692f779147de9cf4c6f66af18563ffa322c94daf8ee,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v06(1).zip,Forli_1488_GIS_v06(1).zip,.zip,1575,0.002,2026-07-03T22:20:24.738833Z,829d0fa3ec2829e16f5798235dfd854a7c2ae9d3ab595bcbf0082027db5b4cc1,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v10_RelationalModel(1).zip,Forli_1488_GIS_v10_RelationalModel(1).zip,.zip,10755,0.01,2026-07-03T22:20:24.845279Z,6d4302b31386c4979343525072c342a90ca85b8dc2eb5053e20aae3a1cf818a8,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v13_HistoricalEvents(1).zip,Forli_1488_GIS_v13_HistoricalEvents(1).zip,.zip,5035,0.005,2026-07-03T22:20:24.935719Z,2410185a585fa43d4ff354f909d72f80d97baa14cd84749ed4bbe03d16998ea4,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v11_UrbanDistricts(1).zip,Forli_1488_GIS_v11_UrbanDistricts(1).zip,.zip,11051,0.011,2026-07-03T22:20:24.921859Z,49e8f4e8b528708bb67585986e07a5e3b257c959967b8dcf8446116b3cefe5ab,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v12_DefenseRoadNetwork(1).zip,Forli_1488_GIS_v12_DefenseRoadNetwork(1).zip,.zip,6508,0.006,2026-07-03T22:20:24.901924Z,b15840a1c2d3373b69639476e7321759520dd4b3a1d59675231f32df3d84712f,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_GCP_Workbench_v2_4.zip,Forli_DigitalTwin_GCP_Workbench_v2_4.zip,.zip,69434728,66.218,2026-07-03T22:20:28.322750Z,8dec053dd15a9ee4f571e6c70705a02810e7ca652448398e0c81d5bc2e3169c3,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_Georef_Mosaic_v2_3.zip,Forli_DigitalTwin_Georef_Mosaic_v2_3.zip,.zip,42591928,40.619,2026-07-03T22:20:31.567094Z,2f13b4523fbc2c9772f68a9ab4480b9012f8b0234c39162658bef8ad64552ac8,REVIEW_REQUIRED,CURRENT_RUNTIME
01CT_FO004_043.jpg,01CT_FO004_043.jpg,.jpg,865848,0.826,2026-07-03T22:20:25.418527Z,0cd7cd8db4140595c056c4ef52245b08db5f0e5101fea40d71430875f77a6d31,REVIEW_REQUIRED,CURRENT_RUNTIME
CT_FO004_045.jpg,CT_FO004_045.jpg,.jpg,958946,0.915,2026-07-03T22:20:25.364624Z,3e8ebeef6325d7394d36c1fb2894796877fb13825531630db4175572af4e4d33,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_MultiRaster_v2_2.zip,Forli_DigitalTwin_MultiRaster_v2_2.zip,.zip,15731610,15.003,2026-07-03T22:20:26.045491Z,2d414c6c55675af35d066bac070ddcccfa0c58d88e9845d40b9e08917caed497,REVIEW_REQUIRED,CURRENT_RUNTIME
CT_FO004_042.jpg,CT_FO004_042.jpg,.jpg,920245,0.878,2026-07-03T22:20:25.476769Z,bddc9c2dbe2085e2a4b95d679cd8812e125ec770038ba9db4097732ec2e98e8b,REVIEW_REQUIRED,CURRENT_RUNTIME
CT_FO004_044.jpg,CT_FO004_044.jpg,.jpg,883289,0.842,2026-07-03T22:20:25.578773Z,51c0c5354db334096fa48f686fb3655872bb2841c87b89d2613da1a89c8a1df8,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_Georef_Prelim_v2_1.zip,Forli_DigitalTwin_Georef_Prelim_v2_1.zip,.zip,167773297,160.001,2026-07-03T22:20:42.880175Z,8896fd2ae660a8bbf14a07ce499d58a6e84ef5f6fa55cc566a65b4122f708998,REVIEW_REQUIRED,CURRENT_RUNTIME
forli_grid_preview.jpg,forli_grid_preview.jpg,.jpg,699347,0.667,2026-07-03T22:20:26.300934Z,d0e29830deadf3bd83646971d45d1f221059bc36b190f81f9690e5fcc4ed5e04,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_Operational_v2_0.zip,Forli_DigitalTwin_Operational_v2_0.zip,.zip,179123937,170.826,2026-07-03T22:20:40.102318Z,781a693736efde20295485bc5dded1fa584393eda77274a58885f720e82607aa,REVIEW_REQUIRED,CURRENT_RUNTIME
IIP_Forli_038_Downloader.zip,IIP_Forli_038_Downloader.zip,.zip,2974,0.003,2026-07-03T22:20:26.380455Z,44b8831a4b7f0e14973596b4ce30518676528f2c26da371037840aa6c5fa8884,REVIEW_REQUIRED,CURRENT_RUNTIME
forli 2.jpg,forli 2.jpg,.jpg,1190127,1.135,2026-07-03T22:20:26.698712Z,728df90d562446cf645f8abf3e61c9710e864258a6b4edf193d9eb4d28b46534,REVIEW_REQUIRED,CURRENT_RUNTIME
forli32.jpg,forli32.jpg,.jpg,1185705,1.131,2026-07-03T22:20:26.691496Z,b7750513270663184790646eed15ab6e1ea73e9197d24cfdfd7627e10c251dba,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo_v2.zip,Forli_HistoricalAtlas_HTML_Demo_v2.zip,.zip,9031,0.009,2026-07-03T22:20:27.160762Z,0aa64c07bd66491eca0230ea3c3fa7d970b206fa1e6daaef14468846150d058b,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo.zip,Forli_HistoricalAtlas_HTML_Demo.zip,.zip,5633,0.005,2026-07-03T22:20:27.245414Z,3845252a134801994ff9679ed8446a3bd545c74d5e5227f92337f8a12218d6d1,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_Project_v1_1.zip,Forli_HistoricalAtlas_Project_v1_1.zip,.zip,31096,0.03,2026-07-03T22:20:27.509980Z,55afe12ebea1b30fd520d7711434782ffadf222ef80e86998c1b1ff720bb1d9c,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_v1_Churches.zip,Forli_HistoricalAtlas_v1_Churches.zip,.zip,14958,0.014,2026-07-03T22:20:27.724506Z,10375285b04a6b41634bee35f8a4a655bf7a306952642c09332e4d959e8c3c99,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v16_3DExport.zip,Forli_1488_GIS_v16_3DExport.zip,.zip,5002,0.005,2026-07-03T22:20:28.019862Z,5632f351e373e97010c108c21adc0d0a24bae3b0b48367b3b3d2e75fa03b90d4,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v15_QGISProject.zip,Forli_1488_GIS_v15_QGISProject.zip,.zip,8815,0.008,2026-07-03T22:20:28.076475Z,0079c2d06f019999478bb85a54bdb7f840d60abd2d4a516154b32df05247842a,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v13_HistoricalEvents.zip,Forli_1488_GIS_v13_HistoricalEvents.zip,.zip,5035,0.005,2026-07-03T22:20:28.413005Z,2410185a585fa43d4ff354f909d72f80d97baa14cd84749ed4bbe03d16998ea4,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v14_IntegratedSQLite.zip,Forli_1488_GIS_v14_IntegratedSQLite.zip,.zip,11794,0.011,2026-07-03T22:20:28.362488Z,288e8b6f3cda7888bca3c69d337de1b4a8cbc6518ba060f09f4b9c64d51187b2,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v12_DefenseRoadNetwork.zip,Forli_1488_GIS_v12_DefenseRoadNetwork.zip,.zip,6508,0.006,2026-07-03T22:20:28.865293Z,b15840a1c2d3373b69639476e7321759520dd4b3a1d59675231f32df3d84712f,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v11_UrbanDistricts.zip,Forli_1488_GIS_v11_UrbanDistricts.zip,.zip,11051,0.011,2026-07-03T22:20:28.871648Z,49e8f4e8b528708bb67585986e07a5e3b257c959967b8dcf8446116b3cefe5ab,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v10_RelationalModel.zip,Forli_1488_GIS_v10_RelationalModel.zip,.zip,10755,0.01,2026-07-03T22:20:29.174881Z,6d4302b31386c4979343525072c342a90ca85b8dc2eb5053e20aae3a1cf818a8,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v09_ChronologySources.zip,Forli_1488_GIS_v09_ChronologySources.zip,.zip,9722,0.009,2026-07-03T22:20:29.216272Z,fd3071c0e601204ce47ab692f779147de9cf4c6f66af18563ffa322c94daf8ee,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v08_TemporalDB.zip,Forli_1488_GIS_v08_TemporalDB.zip,.zip,8964,0.009,2026-07-03T22:20:29.268691Z,93a2b672394b193e447759754f2b2692d1247750ebf931f25dd0017d8aadb000,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1873_Fase7_Vectorization.zip,Forli_1873_Fase7_Vectorization.zip,.zip,3271,0.003,2026-07-03T22:20:29.679964Z,b71ed142ef3f20ef873711b5b8d4072189d087189aece0a7fad3654b25ad1b5d,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1873_Fase6_Pipeline.zip,Forli_1873_Fase6_Pipeline.zip,.zip,3663,0.003,2026-07-03T22:20:30.178592Z,ec4aa71430db9185d662139b9e150e7a8798519b1d551bd7b5d78555638322d0,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v06.zip,Forli_1488_GIS_v06.zip,.zip,1575,0.002,2026-07-03T22:20:30.004637Z,829d0fa3ec2829e16f5798235dfd854a7c2ae9d3ab595bcbf0082027db5b4cc1,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v05.zip,Forli_1488_GIS_v05.zip,.zip,2004,0.002,2026-07-03T22:20:30.116891Z,f23e2af3d3e4b730ef0ec6840d02118a866841fb57bcb4713e1beb04b3175c99,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v04.zip,Forli_1488_GIS_v04.zip,.zip,9540,0.009,2026-07-03T22:20:30.247786Z,8c24f6926002cd657552a852a55fee09aea7402007ff594c2f5b3a8e8f31d9af,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v03.zip,Forli_1488_GIS_v03.zip,.zip,15369,0.015,2026-07-03T22:20:30.134064Z,a363df24da89a472862fca3c32e7ee9ad4b071321bdd0bb9766a205b458a97b5,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v02.zip,Forli_1488_GIS_v02.zip,.zip,11715,0.011,2026-07-03T22:20:30.351130Z,aa69a813cd4248a4df1bb245f555ab44c515b137d270a98c39719bf2ac80637a,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_1488_GIS_v01.zip,Forli_1488_GIS_v01.zip,.zip,20920,0.02,2026-07-03T22:20:30.618424Z,e818d60dcdd8c21f7a17c92ab99300d449db6a0a9421177b30ea5e22d5e7f1b0,REVIEW_REQUIRED,CURRENT_RUNTIME
240093.tfw,240093.tfw,.tfw,126,0.0,2026-07-03T22:20:23.082577Z,1fb82b6d97a8b1a2de587aa6e8a93b03321188f8316d7bdebbd752da8cb4e710,REVIEW_REQUIRED,CURRENT_RUNTIME
240093.prj,240093.prj,.prj,427,0.0,2026-07-03T22:20:23.170956Z,473c83955137a685ff4e4fb6c044893f65967b93dabf3a23d97643bf330b6603,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_v2_5_CTR_GCP.zip,Forli_DigitalTwin_v2_5_CTR_GCP.zip,.zip,24720112,23.575,2026-07-03T22:20:24.653603Z,4d756175a78b6bf6fdb5079b57b9d31e19183c895706854a3f8e00fb638e796f,GENERATED,CURRENT_RUNTIME
Forli_DigitalTwin_v2_6_GCP_Matching.zip,Forli_DigitalTwin_v2_6_GCP_Matching.zip,.zip,11153247,10.637,2026-07-03T22:20:24.065322Z,21bb817e68307463f4313ee7271bab2d3b645c3f409b1b908ccff23933279d8a,GENERATED,CURRENT_RUNTIME
Forli_DigitalTwin_v2_7_PointMatching_Workbench.zip,Forli_DigitalTwin_v2_7_PointMatching_Workbench.zip,.zip,11158905,10.642,2026-07-03T22:20:23.670610Z,c54db68d0a1d7c3744ba72b421326ff676915b4bd32e8843a74200d66fd1dd11,GENERATED,CURRENT_RUNTIME
Forli_DigitalTwin_GCP_Workbench_v2_4/README.md,README.md,.md,849,0.001,2026-07-03T22:20:25.484397Z,2f4eaabca614f8f96f1682c3da06cdd53f834dbdbc12d70ba848089291b269ca,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_Georef_Mosaic_v2_3/README.md,README.md,.md,898,0.001,2026-07-03T22:20:25.515451Z,57a5bda5d11d39324b40737c6286e6bb25bedf6bc18b8b2c00edc8ddb88512c5,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_MultiRaster_v2_2/README.md,README.md,.md,1226,0.001,2026-07-03T22:20:25.552448Z,45f5b5f9666e00bae85156029e14aa85d49f814804da6991494be9b8e50ce26a,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_Georef_Prelim_v2_1/README.md,README.md,.md,1063,0.001,2026-07-03T22:20:26.096899Z,39d1ee7f66f4db1fe8737dacb9b5179ae67989df21edab5d765c2551f8077890,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_DigitalTwin_Operational_v2_0/README.md,README.md,.md,702,0.001,2026-07-03T22:20:26.371711Z,3c8c05229dda23b3b51e1919602293acf4cd5ca5a809d6050b3082fe7226ef0f,REVIEW_REQUIRED,CURRENT_RUNTIME
IIP_Forli_038_Downloader/README.md,README.md,.md,619,0.001,2026-07-03T22:20:26.412455Z,4dec5813fb52c0634fd5761645d586b0c04f1bb4ec8b3a31ebf6a8fe8d0ac3ce,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo_v2/README.md,README.md,.md,250,0.0,2026-07-03T22:20:27.210758Z,838df39d8e0e35c2f1283b0e6c89d3d9d1c2551873518009fc15cc6be071e2ce,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo_v2/index.html,index.html,.html,13189,0.013,2026-07-03T22:20:27.210217Z,4533786591c7baba39ebac4ddd133d3b5a187fca7829a1205d53013417e8ecc2,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo/README.md,README.md,.md,319,0.0,2026-07-03T22:20:27.291424Z,cf4c63e388b70b20593c3527ad3a6ecf0c8a17403487d04fb7f0d5d27cf02a62,REVIEW_REQUIRED,CURRENT_RUNTIME
Forli_HistoricalAtlas_HTML_Demo/index.html,index.html,.html,8020,0.008,2026-07-03T22:20:27.563901Z,323ec6aac5a1363b0d951812bfbea8e864e2a9571797f39225d44e360d42d2c8,REVIEW_REQUIRED,CURRENT_RUNTIME
